semana_inicio,ACEITE,AMBIANTE,AZUCAR,BASES,CAPACILLOS,CHANTILLY,CHOCOLATE,COLORANTES,CONSUMIBLES,DECORACION,DOMO,DULCERIA,EMPAQUE,FONDANT,GALLETAS,HARINA,HORNEADO,HUEVO,JARABE,LECHE EN POLVO,LECHERA,LICORES,MANTECA VEGETAL,MANTEQUILLA,OTROS,QUESO CREMA,RELLENO,ROYALICING,SABORIZANTE,TRANSFER,total
2023-03-13,37.0,66.0,0.0,0.0,0.0,61.0,261.0,0.0,0.0,0.0,0.0,22.0,82.0,0.0,0.0,279.0,0.0,157.08999999999997,0.0,0.0,0.0,149.0,0.0,78.0,0.0,155.0,192.0,0.0,0.0,0.0,1539.09
2023-03-20,0.0,66.0,0.0,0.0,39.15,0.0,45.0,0.0,0.0,0.0,0.0,0.0,179.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.47
2023-03-27,0.0,66.0,0.0,122.0,0.0,0.0,203.0,0.0,0.0,65.0,0.0,0.0,52.0,259.0,0.0,259.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,1238.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,85.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.36
2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,0.0,0.0,15.0,0.0,0.0,69.0,187.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,78.5,0.0,85.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,58.0,0.0,0.0,0.0,564.5
2023-04-24,0.0,66.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,239.07999999999998
2023-05-01,0.0,66.0,0.0,24.0,0.0,0.0,166.0,0.0,0.0,100.0,0.0,0.0,0.0,83.0,0.0,187.0,0.0,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,75.0,0.0,90.0,1043.8
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0
2023-05-22,0.0,65.0,0.0,50.0,0.0,69.0,456.98,0.0,46.0,0.0,0.0,0.0,0.0,166.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,36.5,99.0,0.0,0.0,0.0,1213.48
2023-05-29,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2023-06-05,0.0,0.0,0.0,28.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,52.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0
2023-06-12,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,145.55,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,562.55
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,0.0,132.0,25.0,34.0,0.0,138.0,361.5,0.0,0.0,0.0,0.0,0.0,36.0,166.0,0.0,293.0,0.0,41.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,198.0,0.0,0.0,180.0,1673.03
2023-07-17,0.0,66.0,0.0,41.0,0.0,69.0,23.0,0.0,0.0,0.0,0.0,22.0,81.0,166.0,0.0,51.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,45.0,691.0
2023-07-24,0.0,0.0,0.0,25.0,141.8,0.0,64.0,0.0,0.0,0.0,0.0,0.0,179.32,83.0,0.0,112.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,711.62
2023-07-31,0.0,132.0,0.0,55.0,25.0,138.0,371.0,0.0,0.0,0.0,0.0,22.0,0.0,166.0,48.0,326.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,308.0,0.0,0.0,0.0,1695.0
2023-08-07,0.0,66.0,0.0,28.0,42.370000000000005,69.0,78.97999999999999,0.0,0.0,48.0,0.0,44.0,145.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,90.0,691.85
2023-08-14,0.0,0.0,0.0,14.0,0.0,69.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,492.0
2023-08-21,0.0,66.0,0.0,0.0,0.0,69.0,62.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,521.0
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,0.0,132.0,24.56,0.0,39.15,0.0,476.62,46.0,0.0,40.0,0.0,180.92,553.64,166.0,0.0,170.0,0.0,75.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,219.46,0.0,0.0,90.0,2403.35
2023-09-11,0.0,0.0,0.0,0.0,0.0,138.0,35.0,20.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,479.0
2023-09-18,0.0,66.0,0.0,24.0,0.0,0.0,54.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0
2023-09-25,0.0,0.0,0.0,15.0,0.0,71.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,67.5,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,45.0,530.5
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,491.0
2023-10-09,0.0,66.0,0.0,24.0,0.0,0.0,202.0,0.0,0.0,45.5,0.0,0.0,80.0,166.0,0.0,163.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,135.0,964.0
2023-10-16,0.0,66.0,0.0,12.0,56.0,142.0,67.2,0.0,12.0,0.0,0.0,0.0,1118.0,166.0,0.0,112.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,45.0,1932.2
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-30,0.0,0.0,25.0,12.0,166.0,205.0,207.49,0.0,0.0,0.0,0.0,0.0,121.32,83.0,57.0,244.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,318.99,0.0,0.0,45.0,1652.8
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0
2023-11-13,0.0,0.0,24.0,46.0,0.0,71.0,0.0,0.0,26.0,0.0,0.0,0.0,25.0,83.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,95.0,15.0,0.0,655.0
2023-11-20,0.0,66.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0
2023-11-27,0.0,0.0,61.0,0.0,22.0,0.0,0.0,0.0,21.25,130.0,0.0,0.0,122.0,0.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,26.0,0.0,0.0,0.0,604.25
2023-12-04,0.0,0.0,22.5,0.0,56.0,142.0,79.0,42.0,20.0,175.0,0.0,132.58,218.47,83.0,0.0,314.59000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,179.2,386.08,95.0,0.0,0.0,2144.42
2023-12-11,0.0,66.0,0.0,0.0,0.0,205.0,110.0,85.0,0.0,90.0,0.0,0.0,38.0,83.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,916.0
2023-12-18,82.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,338.75
2023-12-25,0.0,66.0,0.0,0.0,0.0,142.0,145.0,0.0,18.0,0.0,0.0,0.0,261.0,0.0,0.0,72.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,864.0
2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,0.0,0.0,0.0,24.0,0.0,0.0,38.0,46.0,0.0,163.0,0.0,0.0,64.0,83.0,0.0,196.59,0.0,83.89,0.0,0.0,0.0,0.0,0.0,58.0,0.0,142.2,0.0,0.0,0.0,0.0,898.6800000000001
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
2024-01-22,0.0,66.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,0.0,0.0,0.0,55.0,39.15,0.0,16.0,0.0,0.0,78.0,0.0,0.0,332.91999999999996,249.0,66.53,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,96.44,0.0,0.0,0.0,1221.04
2024-02-12,0.0,132.0,84.5,24.0,0.0,418.0,171.0,92.0,14.0,124.0,0.0,66.29,52.9,166.0,86.0,303.0,60.0,189.0,0.0,25.0,52.0,0.0,22.0,0.0,0.0,70.0,62.0,0.0,0.0,0.0,2213.69
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,330.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,50.0,0.0,0.0,513.0
2024-03-11,0.0,66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,244.0
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25,0.0,123.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,1362.0
2024-04-01,0.0,66.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
2024-04-08,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,48.0,87.0,0.0,64.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,432.8
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,0.0,66.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
2024-04-29,0.0,132.0,0.0,83.0,0.0,0.0,302.0,0.0,0.0,85.0,0.0,0.0,141.0,174.0,0.0,342.0,56.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1472.0
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,61.739999999999995,64.0,0.0,0.0,72.0,87.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.14,0.0,0.0,0.0,531.88
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
