id,titulo,estado,archivo,vector,datos,sha256_datos,run_id,capitulo,motivo,demostracion
F13,Pesos y validación interna,generada,figuras/F13.png,figuras/F13.svg,figuras/F13_datos.csv,6ebd1d8c66c850cee2981a5fd385bbfbc995da21a600986fbfad8a565af306f1,run_20260922T174842Z_734842,Desarrollo,,False
F14,Pronósticos fuera de muestra,generada,figuras/F14.png,figuras/F14.svg,figuras/F14_datos.csv,2db9cada95cc3a3590f15ca581e9d962ef571fe1ff80456bdf3e11ff0b20b736,run_20260922T174842Z_734842,Resultados,,False
F15,Composición observada y pronosticada,generada,figuras/F15.png,figuras/F15.svg,figuras/F15_datos.csv,7b0e80faef9eaab36ebce4dfd86351700eab56881c2ea8c98d839e04f423d6bf,run_20260922T174842Z_734842,Resultados,,False
F16,Asignación y reconciliación,generada,figuras/F16.png,figuras/F16.svg,figuras/F16_datos.csv,c79bdc8d4d0475505ff37b01237d068e02d30d4e01bc24419f0f12feeb504175,run_20260922T174842Z_734842,Resultados,,False
F17,Errores monetarios,generada,figuras/F17.png,figuras/F17.svg,figuras/F17_datos.csv,4f63f0425e3efb7ffb1d0a8abf8f15b18a118af23ed9be9f3d5baf29074cf8e4,run_20260922T174842Z_734842,Resultados,,False
F18,Errores de participación,generada,figuras/F18.png,figuras/F18.svg,figuras/F18_datos.csv,2c2b89ae9fccb1889403fbac5f45200a5a445119402ec60aadf9ef8ad8ce7ca2,run_20260922T174842Z_734842,Resultados,,False
F19,Diferencias de pérdidas para H1,generada,figuras/F19.png,figuras/F19.svg,figuras/F19_datos.csv,0d8f4069ad43711f5b4b308dcdf544bbce22470d320523a15b0e3ebfad52bb63,run_20260922T174842Z_734842,Resultados,,False
F20,Presupuesto de las cuatro semanas siguientes,generada,figuras/F20.png,figuras/F20.svg,figuras/F20_datos.csv,fc92d40abf79a8202f24121d423fa6a118271721e4ce7bf983b686c01c9a4b75,run_20260922T174842Z_734842,Desarrollo,,False
F21,Interfaz del tablero,omitida,,,,,run_20260922T174842Z_734842,Desarrollo,Captura requiere inspeccionar el HTML de la ejecución en navegador; no se sustituye con una maqueta.,False
F22,Controles de calidad,generada,figuras/F22.png,figuras/F22.svg,figuras/F22_datos.csv,7c437ab8cdb7e28294fa4c8136a923d938db3ae2b67fd4cb1a95237799bec03b,run_20260922T174842Z_734842,Desarrollo,,False
F23,Convergencia del error rolling,generada,figuras/F23.png,figuras/F23.svg,figuras/F23_datos.csv,1ef7beb6219d7bc96aa89ae9717b1169694296df8b12e763f99949e080aacd3e,run_20260922T174842Z_734842,Resultados,,False
F24,Correlación de variables,generada,figuras/F24.png,figuras/F24.svg,figuras/F24_datos.csv,b174ea1c976630f17a1d8f6478cb9593e493580eea2f395936aad1af56ae2df3,run_20260922T174842Z_734842,Resultados,,False
