fecha,evento,tipo,peso_comercial
2022-01-07,Pago_Semanal,PAGO,1
2022-01-14,Pago_Semanal,PAGO,1
2022-01-15,Pago_Quincenal,PAGO,3
2022-01-21,Pago_Semanal,PAGO,1
2022-01-28,Pago_Semanal,PAGO,1
2022-01-31,Pago_Quincenal,PAGO,3
2022-01-31,Pago_Mensual,PAGO,2
2022-02-04,Pago_Semanal,PAGO,1
2022-02-11,Pago_Semanal,PAGO,1
2022-02-14,San_Valentin,COMERCIAL,5
2022-02-15,Pago_Quincenal,PAGO,3
2022-02-18,Pago_Semanal,PAGO,1
2022-02-25,Pago_Semanal,PAGO,1
2022-02-28,Pago_Mensual,PAGO,2
2022-02-28,Pago_Quincenal,PAGO,3
2022-03-04,Pago_Semanal,PAGO,1
2022-03-08,Dia_Mujer,COMERCIAL,2
2022-03-11,Pago_Semanal,PAGO,1
2022-03-15,Pago_Quincenal,PAGO,3
2022-03-18,Pago_Semanal,PAGO,1
2022-03-25,Pago_Semanal,PAGO,1
2022-03-31,Pago_Mensual,PAGO,2
2022-03-31,Pago_Quincenal,PAGO,3
2022-04-01,Pago_Semanal,PAGO,1
2022-04-08,Pago_Semanal,PAGO,1
2022-04-15,Pago_Semanal,PAGO,1
2022-04-15,Pago_Quincenal,PAGO,3
2022-04-22,Pago_Semanal,PAGO,1
2022-04-29,Pago_Semanal,PAGO,1
2022-04-30,Pago_Mensual,PAGO,2
2022-04-30,Dia_Nino,COMERCIAL,4
2022-04-30,Pago_Quincenal,PAGO,3
2022-05-06,Pago_Semanal,PAGO,1
2022-05-10,Dia_Madres,COMERCIAL,5
2022-05-13,Pago_Semanal,PAGO,1
2022-05-15,Dia_Maestro,COMERCIAL,2
2022-05-15,Pago_Quincenal,PAGO,3
2022-05-20,Pago_Semanal,PAGO,1
2022-05-27,Pago_Semanal,PAGO,1
2022-05-31,Pago_Mensual,PAGO,2
2022-05-31,Pago_Quincenal,PAGO,3
2022-06-03,Pago_Semanal,PAGO,1
2022-06-10,Pago_Semanal,PAGO,1
2022-06-15,Graduaciones,COMERCIAL,4
2022-06-15,Pago_Quincenal,PAGO,3
2022-06-17,Pago_Semanal,PAGO,1
2022-06-19,Dia_Padre,COMERCIAL,4
2022-06-24,Pago_Semanal,PAGO,1
2022-06-30,Pago_Mensual,PAGO,2
2022-06-30,Pago_Quincenal,PAGO,3
2022-07-01,Pago_Semanal,PAGO,1
2022-07-08,Pago_Semanal,PAGO,1
2022-07-15,Pago_Quincenal,PAGO,3
2022-07-15,Graduaciones,COMERCIAL,4
2022-07-15,Pago_Semanal,PAGO,1
2022-07-22,Pago_Semanal,PAGO,1
2022-07-29,Pago_Semanal,PAGO,1
2022-07-31,Pago_Quincenal,PAGO,3
2022-07-31,Pago_Mensual,PAGO,2
2022-08-05,Pago_Semanal,PAGO,1
2022-08-12,Pago_Semanal,PAGO,1
2022-08-15,Pago_Quincenal,PAGO,3
2022-08-19,Pago_Semanal,PAGO,1
2022-08-26,Pago_Semanal,PAGO,1
2022-08-31,Pago_Quincenal,PAGO,3
2022-08-31,Pago_Mensual,PAGO,2
2022-09-02,Pago_Semanal,PAGO,1
2022-09-09,Pago_Semanal,PAGO,1
2022-09-15,Pago_Quincenal,PAGO,3
2022-09-16,Pago_Semanal,PAGO,1
2022-09-16,Fiestas_Patrias,COMERCIAL,3
2022-09-23,Pago_Semanal,PAGO,1
2022-09-30,Pago_Mensual,PAGO,2
2022-09-30,Pago_Semanal,PAGO,1
2022-09-30,Pago_Quincenal,PAGO,3
2022-10-07,Pago_Semanal,PAGO,1
2022-10-14,Pago_Semanal,PAGO,1
2022-10-15,Pago_Quincenal,PAGO,3
2022-10-21,Pago_Semanal,PAGO,1
2022-10-28,Pago_Semanal,PAGO,1
2022-10-31,Pago_Quincenal,PAGO,3
2022-10-31,Halloween,COMERCIAL,5
2022-10-31,Pago_Mensual,PAGO,2
2022-11-01,Dia_Muertos,COMERCIAL,5
2022-11-02,Dia_Muertos,COMERCIAL,5
2022-11-04,Pago_Semanal,PAGO,1
2022-11-11,Pago_Semanal,PAGO,1
2022-11-15,Pago_Quincenal,PAGO,3
2022-11-18,Pago_Semanal,PAGO,1
2022-11-25,Pago_Semanal,PAGO,1
2022-11-30,Pago_Mensual,PAGO,2
2022-11-30,Pago_Quincenal,PAGO,3
2022-12-02,Pago_Semanal,PAGO,1
2022-12-09,Pago_Semanal,PAGO,1
2022-12-12,Guadalupe,COMERCIAL,2
2022-12-15,Pago_Quincenal,PAGO,3
2022-12-16,Pago_Semanal,PAGO,1
2022-12-16,Posadas,COMERCIAL,4
2022-12-23,Pago_Semanal,PAGO,1
2022-12-24,Navidad,COMERCIAL,5
2022-12-25,Navidad,COMERCIAL,5
2022-12-30,Pago_Semanal,PAGO,1
2022-12-31,Fin_Anio,COMERCIAL,5
2022-12-31,Pago_Quincenal,PAGO,3
2022-12-31,Pago_Mensual,PAGO,2
2023-01-06,Pago_Semanal,PAGO,1
2023-01-06,Reyes,COMERCIAL,5
2023-01-13,Pago_Semanal,PAGO,1
2023-01-15,Pago_Quincenal,PAGO,3
2023-01-20,Pago_Semanal,PAGO,1
2023-01-27,Pago_Semanal,PAGO,1
2023-01-31,Pago_Quincenal,PAGO,3
2023-01-31,Pago_Mensual,PAGO,2
2023-02-03,Pago_Semanal,PAGO,1
2023-02-10,Pago_Semanal,PAGO,1
2023-02-14,San_Valentin,COMERCIAL,5
2023-02-15,Pago_Quincenal,PAGO,3
2023-02-17,Pago_Semanal,PAGO,1
2023-02-24,Pago_Semanal,PAGO,1
2023-02-28,Pago_Quincenal,PAGO,3
2023-02-28,Pago_Mensual,PAGO,2
